Tỉnh Thành Phố,Mã TP,Quận Huyện,Mã QH,Phường Xã,Mã PX,Cấp,Tên Tiếng Anh
Hà Nội,1,Ba Đình,1,Phúc Xá,1,Phường,
Hà Nội,1,Ba Đình,1,Trúc Bạch,4,Phường,
Hà Nội,1,Ba Đình,1,Vĩnh Phúc,6,Phường,Vinh Phuc Commune
Hà Nội,1,Ba Đình,1,Cống Vị,7,Phường,
Hà Nội,1,Ba Đình,1,Liễu Giai,8,Phường,Lieu Giai Commune
Hà Nội,1,Ba Đình,1,Nguyễn Trung Trực,10,Phường,
Hà Nội,1,Ba Đình,1,Quán Thánh,13,Phường,
Hà Nội,1,Ba Đình,1,Ngọc Hà,16,Phường,
Hà Nội,1,Ba Đình,1,Điện Biên,19,Phường,
Hà Nội,1,Ba Đình,1,Đội Cấn,22,Phường,
Hà Nội,1,Ba Đình,1,Ngọc Khánh,25,Phường,
Hà Nội,1,Ba Đình,1,Kim Mã,28,Phường,
Hà Nội,1,Ba Đình,1,Giảng Võ,31,Phường,
Hà Nội,1,Ba Đình,1,Thành Công,34,Phường,
Hà Nội,1,Hoàn Kiếm,2,Phúc Tân,37,Phường,
Hà Nội,1,Hoàn Kiếm,2,Đồng Xuân,40,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Mã,43,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Buồm,46,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Đào,49,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Bồ,52,Phường,
Hà Nội,1,Hoàn Kiếm,2,Cửa Đông,55,Phường,
Hà Nội,1,Hoàn Kiếm,2,Lý Thái Tổ,58,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Bạc,61,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Gai,64,Phường,
Hà Nội,1,Hoàn Kiếm,2,Chương Dương,67,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Trống,70,Phường,
Hà Nội,1,Hoàn Kiếm,2,Cửa Nam,73,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Bông,76,Phường,
Hà Nội,1,Hoàn Kiếm,2,Tràng Tiền,79,Phường,
Hà Nội,1,Hoàn Kiếm,2,Trần Hưng Đạo,82,Phường,
Hà Nội,1,Hoàn Kiếm,2,Phan Chu Trinh,85,Phường,
Hà Nội,1,Hoàn Kiếm,2,Hàng Bài,88,Phường,
Hà Nội,1,Tây Hồ,3,Phú Thượng,91,Phường,
Hà Nội,1,Tây Hồ,3,Nhật Tân,94,Phường,
Hà Nội,1,Tây Hồ,3,Tứ Liên,97,Phường,
Hà Nội,1,Tây Hồ,3,Quảng An,100,Phường,
Hà Nội,1,Tây Hồ,3,Xuân La,103,Phường,
Hà Nội,1,Tây Hồ,3,Yên Phụ,106,Phường,
Hà Nội,1,Tây Hồ,3,Bưởi,109,Phường,
Hà Nội,1,Tây Hồ,3,Thụy Khuê,112,Phường,
Hà Nội,1,Long Biên,4,Thượng Thanh,115,Phường,
Hà Nội,1,Long Biên,4,Ngọc Thụy,118,Phường,
Hà Nội,1,Long Biên,4,Giang Biên,121,Phường,
Hà Nội,1,Long Biên,4,Đức Giang,124,Phường,
Hà Nội,1,Long Biên,4,Việt Hưng,127,Phường,
Hà Nội,1,Long Biên,4,Gia Thụy,130,Phường,
Hà Nội,1,Long Biên,4,Ngọc Lâm,133,Phường,
Hà Nội,1,Long Biên,4,Phúc Lợi,136,Phường,
Hà Nội,1,Long Biên,4,Bồ Đề,139,Phường,
Hà Nội,1,Long Biên,4,Sài Đồng,142,Phường,
Hà Nội,1,Long Biên,4,Long Biên,145,Phường,
Hà Nội,1,Long Biên,4,Thạch Bàn,148,Phường,
Hà Nội,1,Long Biên,4,Phúc Đồng,151,Phường,
Hà Nội,1,Long Biên,4,Cự Khối,154,Phường,
Hà Nội,1,Cầu Giấy,5,Nghĩa Đô,157,Phường,
Hà Nội,1,Cầu Giấy,5,Nghĩa Tân,160,Phường,
Hà Nội,1,Cầu Giấy,5,Mai Dịch,163,Phường,
Hà Nội,1,Cầu Giấy,5,Dịch Vọng,166,Phường,
Hà Nội,1,Cầu Giấy,5,Dịch Vọng Hậu,167,Phường,Dich Vong Hau Commune
Hà Nội,1,Cầu Giấy,5,Quan Hoa,169,Phường,
Hà Nội,1,Cầu Giấy,5,Yên Hoà,172,Phường,
Hà Nội,1,Cầu Giấy,5,Trung Hoà,175,Phường,
Hà Nội,1,Đống Đa,6,Cát Linh,178,Phường,
Hà Nội,1,Đống Đa,6,Văn Miếu,181,Phường,
Hà Nội,1,Đống Đa,6,Quốc Tử Giám,184,Phường,
Hà Nội,1,Đống Đa,6,Láng Thượng,187,Phường,
Hà Nội,1,Đống Đa,6,Ô Chợ Dừa,190,Phường,
Hà Nội,1,Đống Đa,6,Văn Chương,193,Phường,
Hà Nội,1,Đống Đa,6,Hàng Bột,196,Phường,
Hà Nội,1,Đống Đa,6,Láng Hạ,199,Phường,
Hà Nội,1,Đống Đa,6,Khâm Thiên,202,Phường,
Hà Nội,1,Đống Đa,6,Thổ Quan,205,Phường,
Hà Nội,1,Đống Đa,6,Nam Đồng,208,Phường,
Hà Nội,1,Đống Đa,6,Trung Phụng,211,Phường,
Hà Nội,1,Đống Đa,6,Quang Trung,214,Phường,
Hà Nội,1,Đống Đa,6,Trung Liệt,217,Phường,
Hà Nội,1,Đống Đa,6,Phương Liên,220,Phường,
Hà Nội,1,Đống Đa,6,Thịnh Quang,223,Phường,
Hà Nội,1,Đống Đa,6,Trung Tự,226,Phường,
Hà Nội,1,Đống Đa,6,Kim Liên,229,Phường,
Hà Nội,1,Đống Đa,6,Phương Mai,232,Phường,
Hà Nội,1,Đống Đa,6,Ngã Tư Sở,235,Phường,
Hà Nội,1,Đống Đa,6,Khương Thượng,238,Phường,
Hà Nội,1,Hai Bà Trưng,7,Nguyễn Du,241,Phường,
Hà Nội,1,Hai Bà Trưng,7,Bạch Đằng,244,Phường,
Hà Nội,1,Hai Bà Trưng,7,Phạm Đình Hổ,247,Phường,
Hà Nội,1,Hai Bà Trưng,7,Bùi Thị Xuân,250,Phường,
Hà Nội,1,Hai Bà Trưng,7,Ngô Thì Nhậm,253,Phường,
Hà Nội,1,Hai Bà Trưng,7,Lê Đại Hành,256,Phường,
Hà Nội,1,Hai Bà Trưng,7,Đồng Nhân,259,Phường,
Hà Nội,1,Hai Bà Trưng,7,Phố Huế,262,Phường,
Hà Nội,1,Hai Bà Trưng,7,Đống Mác,265,Phường,
Hà Nội,1,Hai Bà Trưng,7,Thanh Lương,268,Phường,
Hà Nội,1,Hai Bà Trưng,7,Thanh Nhàn,271,Phường,
Hà Nội,1,Hai Bà Trưng,7,Cầu Dền,274,Phường,
Hà Nội,1,Hai Bà Trưng,7,Bách Khoa,277,Phường,
Hà Nội,1,Hai Bà Trưng,7,Đồng Tâm,280,Phường,
Hà Nội,1,Hai Bà Trưng,7,Vĩnh Tuy,283,Phường,
Hà Nội,1,Hai Bà Trưng,7,Bạch Mai,286,Phường,
Hà Nội,1,Hai Bà Trưng,7,Quỳnh Mai,289,Phường,
Hà Nội,1,Hai Bà Trưng,7,Quỳnh Lôi,292,Phường,
Hà Nội,1,Hai Bà Trưng,7,Minh Khai,295,Phường,
Hà Nội,1,Hai Bà Trưng,7,Trương Định,298,Phường,
Hà Nội,1,Hoàng Mai,8,Thanh Trì,301,Phường,
Hà Nội,1,Hoàng Mai,8,Vĩnh Hưng,304,Phường,
Hà Nội,1,Hoàng Mai,8,Định Công,307,Phường,
Hà Nội,1,Hoàng Mai,8,Mai Động,310,Phường,
Hà Nội,1,Hoàng Mai,8,Tương Mai,313,Phường,
Hà Nội,1,Hoàng Mai,8,Đại Kim,316,Phường,
Hà Nội,1,Hoàng Mai,8,Tân Mai,319,Phường,
Hà Nội,1,Hoàng Mai,8,Hoàng Văn Thụ,322,Phường,
Hà Nội,1,Hoàng Mai,8,Giáp Bát,325,Phường,
Hà Nội,1,Hoàng Mai,8,Lĩnh Nam,328,Phường,
Hà Nội,1,Hoàng Mai,8,Thịnh Liệt,331,Phường,
Hà Nội,1,Hoàng Mai,8,Trần Phú,334,Phường,
Hà Nội,1,Hoàng Mai,8,Hoàng Liệt,337,Phường,
Hà Nội,1,Hoàng Mai,8,Yên Sở,340,Phường,
Hà Nội,1,Thanh Xuân,9,Nhân Chính,343,Phường,
Hà Nội,1,Thanh Xuân,9,Thượng Đình,346,Phường,
Hà Nội,1,Thanh Xuân,9,Khương Trung,349,Phường,
Hà Nội,1,Thanh Xuân,9,Khương Mai,352,Phường,
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Trung,355,Phường,
Hà Nội,1,Thanh Xuân,9,Phương Liệt,358,Phường,
Hà Nội,1,Thanh Xuân,9,Hạ Đình,361,Phường,
Hà Nội,1,Thanh Xuân,9,Khương Đình,364,Phường,
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Bắc,367,Phường,
Hà Nội,1,Thanh Xuân,9,Thanh Xuân Nam,370,Phường,
Hà Nội,1,Thanh Xuân,9,Kim Giang,373,Phường,
Hà Nội,1,Sóc Sơn,16,Sóc Sơn,376,Thị trấn,
Hà Nội,1,Sóc Sơn,16,Bắc Sơn,379,Xã,
Hà Nội,1,Sóc Sơn,16,Minh Trí,382,Xã,
Hà Nội,1,Sóc Sơn,16,Hồng Kỳ,385,Xã,
Hà Nội,1,Sóc Sơn,16,Nam Sơn,388,Xã,
Hà Nội,1,Sóc Sơn,16,Trung Giã,391,Xã,
Hà Nội,1,Sóc Sơn,16,Tân Hưng,394,Xã,
Hà Nội,1,Sóc Sơn,16,Minh Phú,397,Xã,
Hà Nội,1,Sóc Sơn,16,Phù Linh,400,Xã,
Hà Nội,1,Sóc Sơn,16,Bắc Phú,403,Xã,
Hà Nội,1,Sóc Sơn,16,Tân Minh,406,Xã,
Hà Nội,1,Sóc Sơn,16,Quang Tiến,409,Xã,
Hà Nội,1,Sóc Sơn,16,Hiền Ninh,412,Xã,
Hà Nội,1,Sóc Sơn,16,Tân Dân,415,Xã,
Hà Nội,1,Sóc Sơn,16,Tiên Dược,418,Xã,
Hà Nội,1,Sóc Sơn,16,Việt Long,421,Xã,
Hà Nội,1,Sóc Sơn,16,Xuân Giang,424,Xã,
Hà Nội,1,Sóc Sơn,16,Mai Đình,427,Xã,
Hà Nội,1,Sóc Sơn,16,Đức Hoà,430,Xã,
Hà Nội,1,Sóc Sơn,16,Thanh Xuân,433,Xã,
Hà Nội,1,Sóc Sơn,16,Đông Xuân,436,Xã,
Hà Nội,1,Sóc Sơn,16,Kim Lũ,439,Xã,
Hà Nội,1,Sóc Sơn,16,Phú Cường,442,Xã,
Hà Nội,1,Sóc Sơn,16,Phú Minh,445,Xã,
Hà Nội,1,Sóc Sơn,16,Phù Lỗ,448,Xã,
Hà Nội,1,Sóc Sơn,16,Xuân Thu,451,Xã,
Hà Nội,1,Đông Anh,17,Đông Anh,454,Thị trấn,
Hà Nội,1,Đông Anh,17,Xuân Nộn,457,Xã,
Hà Nội,1,Đông Anh,17,Thuỵ Lâm,460,Xã,
Hà Nội,1,Đông Anh,17,Bắc Hồng,463,Xã,
Hà Nội,1,Đông Anh,17,Nguyên Khê,466,Xã,
Hà Nội,1,Đông Anh,17,Nam Hồng,469,Xã,
Hà Nội,1,Đông Anh,17,Tiên Dương,472,Xã,
Hà Nội,1,Đông Anh,17,Vân Hà,475,Xã,
Hà Nội,1,Đông Anh,17,Uy Nỗ,478,Xã,
Hà Nội,1,Đông Anh,17,Vân Nội,481,Xã,
Hà Nội,1,Đông Anh,17,Liên Hà,484,Xã,
Hà Nội,1,Đông Anh,17,Việt Hùng,487,Xã,
Hà Nội,1,Đông Anh,17,Kim Nỗ,490,Xã,
Hà Nội,1,Đông Anh,17,Kim Chung,493,Xã,
Hà Nội,1,Đông Anh,17,Dục Tú,496,Xã,
Hà Nội,1,Đông Anh,17,Đại Mạch,499,Xã,
Hà Nội,1,Đông Anh,17,Vĩnh Ngọc,502,Xã,
Hà Nội,1,Đông Anh,17,Cổ Loa,505,Xã,
Hà Nội,1,Đông Anh,17,Hải Bối,508,Xã,
Hà Nội,1,Đông Anh,17,Xuân Canh,511,Xã,
Hà Nội,1,Đông Anh,17,Võng La,514,Xã,
Hà Nội,1,Đông Anh,17,Tàm Xá,517,Xã,
Hà Nội,1,Đông Anh,17,Mai Lâm,520,Xã,
Hà Nội,1,Đông Anh,17,Đông Hội,523,Xã,
Hà Nội,1,Gia Lâm,18,Yên Viên,526,Thị trấn,
Hà Nội,1,Gia Lâm,18,Yên Thường,529,Xã,
Hà Nội,1,Gia Lâm,18,Yên Viên,532,Xã,
Hà Nội,1,Gia Lâm,18,Ninh Hiệp,535,Xã,
Hà Nội,1,Gia Lâm,18,Đình Xuyên,538,Xã,
Hà Nội,1,Gia Lâm,18,Dương Hà,541,Xã,
Hà Nội,1,Gia Lâm,18,Phù Đổng,544,Xã,
Hà Nội,1,Gia Lâm,18,Trung Mầu,547,Xã,
Hà Nội,1,Gia Lâm,18,Lệ Chi,550,Xã,
Hà Nội,1,Gia Lâm,18,Cổ Bi,553,Xã,
Hà Nội,1,Gia Lâm,18,Đặng Xá,556,Xã,
Hà Nội,1,Gia Lâm,18,Phú Thị,559,Xã,
Hà Nội,1,Gia Lâm,18,Kim Sơn,562,Xã,
Hà Nội,1,Gia Lâm,18,Trâu Quỳ,565,Thị trấn,Trau Quy Commune
Hà Nội,1,Gia Lâm,18,Dương Quang,568,Xã,
Hà Nội,1,Gia Lâm,18,Dương Xá,571,Xã,
Hà Nội,1,Gia Lâm,18,Đông Dư,574,Xã,
Hà Nội,1,Gia Lâm,18,Đa Tốn,577,Xã,
Hà Nội,1,Gia Lâm,18,Kiêu Kỵ,580,Xã,
Hà Nội,1,Gia Lâm,18,Bát Tràng,583,Xã,
Hà Nội,1,Gia Lâm,18,Kim Lan,586,Xã,
Hà Nội,1,Gia Lâm,18,Văn Đức,589,Xã,
Hà Nội,1,Nam Từ Liêm,19,Cầu Diễn,592,Phường,
Hà Nội,1,Nam Từ Liêm,19,Xuân Phương,622,Phường,
Hà Nội,1,Nam Từ Liêm,19,Phương Canh,623,Phường,
Hà Nội,1,Nam Từ Liêm,19,Mỹ Đình 1,625,Phường,
Hà Nội,1,Nam Từ Liêm,19,Mỹ Đình 2,626,Phường,
Hà Nội,1,Nam Từ Liêm,19,Tây Mỗ,628,Phường,
Hà Nội,1,Nam Từ Liêm,19,Mễ Trì,631,Phường,
Hà Nội,1,Nam Từ Liêm,19,Phú Đô,632,Phường,
Hà Nội,1,Nam Từ Liêm,19,Đại Mỗ,634,Phường,
Hà Nội,1,Nam Từ Liêm,19,Trung Văn,637,Phường,
Hà Nội,1,Thanh Trì,20,Văn Điển,640,Thị trấn,
Hà Nội,1,Thanh Trì,20,Tân Triều,643,Xã,
Hà Nội,1,Thanh Trì,20,Thanh Liệt,646,Xã,
Hà Nội,1,Thanh Trì,20,Tả Thanh Oai,649,Xã,
Hà Nội,1,Thanh Trì,20,Hữu Hoà,652,Xã,
Hà Nội,1,Thanh Trì,20,Tam Hiệp,655,Xã,
Hà Nội,1,Thanh Trì,20,Tứ Hiệp,658,Xã,
Hà Nội,1,Thanh Trì,20,Yên Mỹ,661,Xã,
Hà Nội,1,Thanh Trì,20,Vĩnh Quỳnh,664,Xã,
Hà Nội,1,Thanh Trì,20,Ngũ Hiệp,667,Xã,
Hà Nội,1,Thanh Trì,20,Duyên Hà,670,Xã,
Hà Nội,1,Thanh Trì,20,Ngọc Hồi,673,Xã,
Hà Nội,1,Thanh Trì,20,Vạn Phúc,676,Xã,
Hà Nội,1,Thanh Trì,20,Đại áng,679,Xã,
Hà Nội,1,Thanh Trì,20,Liên Ninh,682,Xã,
Hà Nội,1,Thanh Trì,20,Đông Mỹ,685,Xã,
Hà Nội,1,Bắc Từ Liêm,21,Thượng Cát,595,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Liên Mạc,598,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Đông Ngạc,601,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Đức Thắng,602,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Thụy Phương,604,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Tây Tựu,607,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Xuân Đỉnh,610,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Xuân Tảo,611,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Minh Khai,613,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Cổ Nhuế 1,616,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Cổ Nhuế 2,617,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Phú Diễn,619,Phường,
Hà Nội,1,Bắc Từ Liêm,21,Phúc Diễn,620,Phường,
Hà Nội,1,Mê Linh,250,Chi Đông,8973,Thị trấn,
Hà Nội,1,Mê Linh,250,Đại Thịnh,8974,Xã,
Hà Nội,1,Mê Linh,250,Kim Hoa,8977,Xã,
Hà Nội,1,Mê Linh,250,Thạch Đà,8980,Xã,
Hà Nội,1,Mê Linh,250,Tiến Thắng,8983,Xã,
Hà Nội,1,Mê Linh,250,Tự Lập,8986,Xã,
Hà Nội,1,Mê Linh,250,Quang Minh,8989,Thị trấn,
Hà Nội,1,Mê Linh,250,Thanh Lâm,8992,Xã,
Hà Nội,1,Mê Linh,250,Tam Đồng,8995,Xã,
Hà Nội,1,Mê Linh,250,Liên Mạc,8998,Xã,
Hà Nội,1,Mê Linh,250,Vạn Yên,9001,Xã,
Hà Nội,1,Mê Linh,250,Chu Phan,9004,Xã,
Hà Nội,1,Mê Linh,250,Tiến Thịnh,9007,Xã,
Hà Nội,1,Mê Linh,250,Mê Linh,9010,Xã,
Hà Nội,1,Mê Linh,250,Văn Khê,9013,Xã,
Hà Nội,1,Mê Linh,250,Hoàng Kim,9016,Xã,
Hà Nội,1,Mê Linh,250,Tiền Phong,9019,Xã,
Hà Nội,1,Mê Linh,250,Tráng Việt,9022,Xã,
Hà Nội,1,Hà Đông,268,Nguyễn Trãi,9538,Phường,
Hà Nội,1,Hà Đông,268,Mộ Lao,9541,Phường,
Hà Nội,1,Hà Đông,268,Văn Quán,9542,Phường,
Hà Nội,1,Hà Đông,268,Vạn Phúc,9544,Phường,
Hà Nội,1,Hà Đông,268,Yết Kiêu,9547,Phường,
Hà Nội,1,Hà Đông,268,Quang Trung,9550,Phường,
Hà Nội,1,Hà Đông,268,La Khê,9551,Phường,
Hà Nội,1,Hà Đông,268,Phú La,9552,Phường,
Hà Nội,1,Hà Đông,268,Phúc La,9553,Phường,
Hà Nội,1,Hà Đông,268,Hà Cầu,9556,Phường,
Hà Nội,1,Hà Đông,268,Yên Nghĩa,9562,Phường,
Hà Nội,1,Hà Đông,268,Kiến Hưng,9565,Phường,
Hà Nội,1,Hà Đông,268,Phú Lãm,9568,Phường,
Hà Nội,1,Hà Đông,268,Phú Lương,9571,Phường,
Hà Nội,1,Hà Đông,268,Dương Nội,9886,Phường,
Hà Nội,1,Hà Đông,268,Đồng Mai,10117,Phường,
Hà Nội,1,Hà Đông,268,Biên Giang,10123,Phường,
Hà Nội,1,Sơn Tây,269,Lê Lợi,9574,Phường,
Hà Nội,1,Sơn Tây,269,Phú Thịnh,9577,Phường,
Hà Nội,1,Sơn Tây,269,Ngô Quyền,9580,Phường,
Hà Nội,1,Sơn Tây,269,Quang Trung,9583,Phường,
Hà Nội,1,Sơn Tây,269,Sơn Lộc,9586,Phường,
Hà Nội,1,Sơn Tây,269,Xuân Khanh,9589,Phường,
Hà Nội,1,Sơn Tây,269,Đường Lâm,9592,Xã,
Hà Nội,1,Sơn Tây,269,Viên Sơn,9595,Phường,
Hà Nội,1,Sơn Tây,269,Xuân Sơn,9598,Xã,
Hà Nội,1,Sơn Tây,269,Trung Hưng,9601,Phường,
Hà Nội,1,Sơn Tây,269,Thanh Mỹ,9604,Xã,
Hà Nội,1,Sơn Tây,269,Trung Sơn Trầm,9607,Phường,
Hà Nội,1,Sơn Tây,269,Kim Sơn,9610,Xã,
Hà Nội,1,Sơn Tây,269,Sơn Đông,9613,Xã,
Hà Nội,1,Sơn Tây,269,Cổ Đông,9616,Xã,
Hà Nội,1,Ba Vì,271,Tây Đằng,9619,Thị trấn,
Hà Nội,1,Ba Vì,271,Phú Cường,9625,Xã,
Hà Nội,1,Ba Vì,271,Cổ Đô,9628,Xã,
Hà Nội,1,Ba Vì,271,Tản Hồng,9631,Xã,
Hà Nội,1,Ba Vì,271,Vạn Thắng,9634,Xã,
Hà Nội,1,Ba Vì,271,Châu Sơn,9637,Xã,
Hà Nội,1,Ba Vì,271,Phong Vân,9640,Xã,
Hà Nội,1,Ba Vì,271,Phú Đông,9643,Xã,
Hà Nội,1,Ba Vì,271,Phú Phương,9646,Xã,
Hà Nội,1,Ba Vì,271,Phú Châu,9649,Xã,
Hà Nội,1,Ba Vì,271,Thái Hòa,9652,Xã,
Hà Nội,1,Ba Vì,271,Đồng Thái,9655,Xã,
Hà Nội,1,Ba Vì,271,Phú Sơn,9658,Xã,
Hà Nội,1,Ba Vì,271,Minh Châu,9661,Xã,
Hà Nội,1,Ba Vì,271,Vật Lại,9664,Xã,
Hà Nội,1,Ba Vì,271,Chu Minh,9667,Xã,
Hà Nội,1,Ba Vì,271,Tòng Bạt,9670,Xã,
Hà Nội,1,Ba Vì,271,Cẩm Lĩnh,9673,Xã,
Hà Nội,1,Ba Vì,271,Sơn Đà,9676,Xã,
Hà Nội,1,Ba Vì,271,Đông Quang,9679,Xã,
Hà Nội,1,Ba Vì,271,Tiên Phong,9682,Xã,
Hà Nội,1,Ba Vì,271,Thụy An,9685,Xã,
Hà Nội,1,Ba Vì,271,Cam Thượng,9688,Xã,
Hà Nội,1,Ba Vì,271,Thuần Mỹ,9691,Xã,
Hà Nội,1,Ba Vì,271,Tản Lĩnh,9694,Xã,
Hà Nội,1,Ba Vì,271,Ba Trại,9697,Xã,
Hà Nội,1,Ba Vì,271,Minh Quang,9700,Xã,
Hà Nội,1,Ba Vì,271,Ba Vì,9703,Xã,
Hà Nội,1,Ba Vì,271,Vân Hòa,9706,Xã,
Hà Nội,1,Ba Vì,271,Yên Bài,9709,Xã,
Hà Nội,1,Ba Vì,271,Khánh Thượng,9712,Xã,
Hà Nội,1,Phúc Thọ,272,Phúc Thọ,9715,Thị trấn,
Hà Nội,1,Phúc Thọ,272,Vân Hà,9718,Xã,
Hà Nội,1,Phúc Thọ,272,Vân Phúc,9721,Xã,
Hà Nội,1,Phúc Thọ,272,Vân Nam,9724,Xã,
Hà Nội,1,Phúc Thọ,272,Xuân Phú,9727,Xã,
Hà Nội,1,Phúc Thọ,272,Phương Độ,9730,Xã,
Hà Nội,1,Phúc Thọ,272,Sen Chiểu,9733,Xã,
Hà Nội,1,Phúc Thọ,272,Cẩm Đình,9736,Xã,
Hà Nội,1,Phúc Thọ,272,Võng Xuyên,9739,Xã,
Hà Nội,1,Phúc Thọ,272,Thọ Lộc,9742,Xã,
Hà Nội,1,Phúc Thọ,272,Long Xuyên,9745,Xã,
Hà Nội,1,Phúc Thọ,272,Thượng Cốc,9748,Xã,
Hà Nội,1,Phúc Thọ,272,Hát Môn,9751,Xã,
Hà Nội,1,Phúc Thọ,272,Tích Giang,9754,Xã,
Hà Nội,1,Phúc Thọ,272,Thanh Đa,9757,Xã,
Hà Nội,1,Phúc Thọ,272,Trạch Mỹ Lộc,9760,Xã,
Hà Nội,1,Phúc Thọ,272,Phúc Hòa,9763,Xã,
Hà Nội,1,Phúc Thọ,272,Ngọc Tảo,9766,Xã,
Hà Nội,1,Phúc Thọ,272,Phụng Thượng,9769,Xã,
Hà Nội,1,Phúc Thọ,272,Tam Thuấn,9772,Xã,
Hà Nội,1,Phúc Thọ,272,Tam Hiệp,9775,Xã,
Hà Nội,1,Phúc Thọ,272,Hiệp Thuận,9778,Xã,
Hà Nội,1,Phúc Thọ,272,Liên Hiệp,9781,Xã,
Hà Nội,1,Đan Phượng,273,Phùng,9784,Thị trấn,
Hà Nội,1,Đan Phượng,273,Trung Châu,9787,Xã,
Hà Nội,1,Đan Phượng,273,Thọ An,9790,Xã,
Hà Nội,1,Đan Phượng,273,Thọ Xuân,9793,Xã,
Hà Nội,1,Đan Phượng,273,Hồng Hà,9796,Xã,
Hà Nội,1,Đan Phượng,273,Liên Hồng,9799,Xã,
Hà Nội,1,Đan Phượng,273,Liên Hà,9802,Xã,
Hà Nội,1,Đan Phượng,273,Hạ Mỗ,9805,Xã,
Hà Nội,1,Đan Phượng,273,Liên Trung,9808,Xã,
Hà Nội,1,Đan Phượng,273,Phương Đình,9811,Xã,
Hà Nội,1,Đan Phượng,273,Thượng Mỗ,9814,Xã,
Hà Nội,1,Đan Phượng,273,Tân Hội,9817,Xã,
Hà Nội,1,Đan Phượng,273,Tân Lập,9820,Xã,
Hà Nội,1,Đan Phượng,273,Đan Phượng,9823,Xã,
Hà Nội,1,Đan Phượng,273,Đồng Tháp,9826,Xã,
Hà Nội,1,Đan Phượng,273,Song Phượng,9829,Xã,
Hà Nội,1,Hoài Đức,274,Trạm Trôi,9832,Thị trấn,
Hà Nội,1,Hoài Đức,274,Đức Thượng,9835,Xã,
Hà Nội,1,Hoài Đức,274,Minh Khai,9838,Xã,
Hà Nội,1,Hoài Đức,274,Dương Liễu,9841,Xã,
Hà Nội,1,Hoài Đức,274,Di Trạch,9844,Xã,
Hà Nội,1,Hoài Đức,274,Đức Giang,9847,Xã,
Hà Nội,1,Hoài Đức,274,Cát Quế,9850,Xã,
Hà Nội,1,Hoài Đức,274,Kim Chung,9853,Xã,
Hà Nội,1,Hoài Đức,274,Yên Sở,9856,Xã,
Hà Nội,1,Hoài Đức,274,Sơn Đồng,9859,Xã,
Hà Nội,1,Hoài Đức,274,Vân Canh,9862,Xã,
Hà Nội,1,Hoài Đức,274,Đắc Sở,9865,Xã,
Hà Nội,1,Hoài Đức,274,Lại Yên,9868,Xã,
Hà Nội,1,Hoài Đức,274,Tiền Yên,9871,Xã,
Hà Nội,1,Hoài Đức,274,Song Phương,9874,Xã,
Hà Nội,1,Hoài Đức,274,An Khánh,9877,Xã,
Hà Nội,1,Hoài Đức,274,An Thượng,9880,Xã,
Hà Nội,1,Hoài Đức,274,Vân Côn,9883,Xã,
Hà Nội,1,Hoài Đức,274,La Phù,9889,Xã,
Hà Nội,1,Hoài Đức,274,Đông La,9892,Xã,
Hà Nội,1,Quốc Oai,275,Đông Xuân,4939,Xã,
Hà Nội,1,Quốc Oai,275,Quốc Oai,9895,Thị trấn,
Hà Nội,1,Quốc Oai,275,Sài Sơn,9898,Xã,
Hà Nội,1,Quốc Oai,275,Phượng Cách,9901,Xã,
Hà Nội,1,Quốc Oai,275,Yên Sơn,9904,Xã,
Hà Nội,1,Quốc Oai,275,Ngọc Liệp,9907,Xã,
Hà Nội,1,Quốc Oai,275,Ngọc Mỹ,9910,Xã,
Hà Nội,1,Quốc Oai,275,Liệp Tuyết,9913,Xã,
Hà Nội,1,Quốc Oai,275,Thạch Thán,9916,Xã,
Hà Nội,1,Quốc Oai,275,Đồng Quang,9919,Xã,
Hà Nội,1,Quốc Oai,275,Phú Cát,9922,Xã,
Hà Nội,1,Quốc Oai,275,Tuyết Nghĩa,9925,Xã,
Hà Nội,1,Quốc Oai,275,Nghĩa Hương,9928,Xã,
Hà Nội,1,Quốc Oai,275,Cộng Hòa,9931,Xã,
Hà Nội,1,Quốc Oai,275,Tân Phú,9934,Xã,
Hà Nội,1,Quốc Oai,275,Đại Thành,9937,Xã,
Hà Nội,1,Quốc Oai,275,Phú Mãn,9940,Xã,
